filepaths,labels,data set
Database\train\circle\circle-2.jpg,circle,train
Database\train\circle\circle-20.jpg,circle,train
Database\train\circle\circle-200.jpg,circle,train
Database\train\circle\circle-201.jpg,circle,train
Database\train\circle\circle-202.jpg,circle,train
Database\train\circle\circle-203.jpg,circle,train
Database\train\circle\circle-204.jpg,circle,train
Database\train\circle\circle-205.jpg,circle,train
Database\train\circle\circle-206.jpg,circle,train
Database\train\circle\circle-207.jpg,circle,train
Database\train\circle\circle-208.jpg,circle,train
Database\train\circle\circle-209.jpg,circle,train
Database\train\circle\circle-21.jpg,circle,train
Database\train\circle\circle-210.jpg,circle,train
Database\train\circle\circle-211.jpg,circle,train
Database\train\circle\circle-212.jpg,circle,train
Database\train\circle\circle-213.jpg,circle,train
Database\train\circle\circle-214.jpg,circle,train
Database\train\circle\circle-215.jpg,circle,train
Database\train\circle\circle-216.jpg,circle,train
Database\train\circle\circle-217.jpg,circle,train
Database\train\circle\circle-218.jpg,circle,train
Database\train\circle\circle-219.jpg,circle,train
Database\train\circle\circle-22.jpg,circle,train
Database\train\circle\circle-220.jpg,circle,train
Database\train\circle\circle-221.jpg,circle,train
Database\train\circle\circle-222.jpg,circle,train
Database\train\circle\circle-223.jpg,circle,train
Database\train\circle\circle-224.jpg,circle,train
Database\train\circle\circle-225.jpg,circle,train
Database\train\circle\circle-226.jpg,circle,train
Database\train\circle\circle-227.jpg,circle,train
Database\train\circle\circle-228.jpg,circle,train
Database\train\circle\circle-229.jpg,circle,train
Database\train\circle\circle-23.jpg,circle,train
Database\train\circle\circle-230.jpg,circle,train
Database\train\circle\circle-231.jpg,circle,train
Database\train\circle\circle-232.jpg,circle,train
Database\train\circle\circle-233.jpg,circle,train
Database\train\circle\circle-234.jpg,circle,train
Database\train\circle\circle-235.jpg,circle,train
Database\train\circle\circle-236.jpg,circle,train
Database\train\circle\circle-237.jpg,circle,train
Database\train\circle\circle-238.jpg,circle,train
Database\train\circle\circle-239.jpg,circle,train
Database\train\circle\circle-24.jpg,circle,train
Database\train\circle\circle-240.jpg,circle,train
Database\train\circle\circle-241.jpg,circle,train
Database\train\circle\circle-242.jpg,circle,train
Database\train\circle\circle-243.jpg,circle,train
Database\train\circle\circle-244.jpg,circle,train
Database\train\circle\circle-245.jpg,circle,train
Database\train\circle\circle-246.jpg,circle,train
Database\train\circle\circle-247.jpg,circle,train
Database\train\circle\circle-248.jpg,circle,train
Database\train\circle\circle-249.jpg,circle,train
Database\train\circle\circle-25.jpg,circle,train
Database\train\circle\circle-250.jpg,circle,train
Database\train\circle\circle-251.jpg,circle,train
Database\train\circle\circle-252.jpg,circle,train
Database\train\circle\circle-253.jpg,circle,train
Database\train\circle\circle-254.jpg,circle,train
Database\train\circle\circle-255.jpg,circle,train
Database\train\circle\circle-256.jpg,circle,train
Database\train\circle\circle-257.jpg,circle,train
Database\train\circle\circle-258.jpg,circle,train
Database\train\circle\circle-259.jpg,circle,train
Database\train\circle\circle-26.jpg,circle,train
Database\train\circle\circle-260.jpg,circle,train
Database\train\circle\circle-261.jpg,circle,train
Database\train\circle\circle-262.jpg,circle,train
Database\train\circle\circle-263.jpg,circle,train
Database\train\circle\circle-264.jpg,circle,train
Database\train\circle\circle-265.jpg,circle,train
Database\train\circle\circle-266.jpg,circle,train
Database\train\circle\circle-267.jpg,circle,train
Database\train\circle\circle-268.jpg,circle,train
Database\train\circle\circle-269.jpg,circle,train
Database\train\circle\circle-27.jpg,circle,train
Database\train\circle\circle-270.jpg,circle,train
Database\train\circle\circle-271.jpg,circle,train
Database\train\circle\circle-272.jpg,circle,train
Database\train\circle\circle-273.jpg,circle,train
Database\train\circle\circle-274.jpg,circle,train
Database\train\circle\circle-275.jpg,circle,train
Database\train\circle\circle-276.jpg,circle,train
Database\train\circle\circle-277.jpg,circle,train
Database\train\circle\circle-278.jpg,circle,train
Database\train\circle\circle-279.jpg,circle,train
Database\train\circle\circle-28.jpg,circle,train
Database\train\circle\circle-280.jpg,circle,train
Database\train\circle\circle-281.jpg,circle,train
Database\train\circle\circle-282.jpg,circle,train
Database\train\circle\circle-283.jpg,circle,train
Database\train\circle\circle-284.jpg,circle,train
Database\train\circle\circle-285.jpg,circle,train
Database\train\circle\circle-286.jpg,circle,train
Database\train\circle\circle-287.jpg,circle,train
Database\train\circle\circle-288.jpg,circle,train
Database\train\circle\circle-289.jpg,circle,train
Database\train\circle\circle-29.jpg,circle,train
Database\train\circle\circle-290.jpg,circle,train
Database\train\circle\circle-291.jpg,circle,train
Database\train\circle\circle-292.jpg,circle,train
Database\train\circle\circle-293.jpg,circle,train
Database\train\circle\circle-294.jpg,circle,train
Database\train\circle\circle-295.jpg,circle,train
Database\train\circle\circle-296.jpg,circle,train
Database\train\circle\circle-297.jpg,circle,train
Database\train\circle\circle-298.jpg,circle,train
Database\train\circle\circle-299.jpg,circle,train
Database\train\circle\circle-3.jpg,circle,train
Database\train\circle\circle-30.jpg,circle,train
Database\train\circle\circle-300.jpg,circle,train
Database\train\circle\circle-301.jpg,circle,train
Database\train\circle\circle-302.jpg,circle,train
Database\train\circle\circle-303.jpg,circle,train
Database\train\circle\circle-304.jpg,circle,train
Database\train\circle\circle-305.jpg,circle,train
Database\train\circle\circle-306.jpg,circle,train
Database\train\circle\circle-307.jpg,circle,train
Database\train\circle\circle-308.jpg,circle,train
Database\train\circle\circle-309.jpg,circle,train
Database\train\circle\circle-31.jpg,circle,train
Database\train\circle\circle-310.jpg,circle,train
Database\train\circle\circle-311.jpg,circle,train
Database\train\circle\circle-312.jpg,circle,train
Database\train\circle\circle-313.jpg,circle,train
Database\train\circle\circle-314.jpg,circle,train
Database\train\circle\circle-315.jpg,circle,train
Database\train\circle\circle-316.jpg,circle,train
Database\train\circle\circle-317.jpg,circle,train
Database\train\circle\circle-318.jpg,circle,train
Database\train\circle\circle-319.jpg,circle,train
Database\train\circle\circle-32.jpg,circle,train
Database\train\circle\circle-320.jpg,circle,train
Database\train\circle\circle-321.jpg,circle,train
Database\train\circle\circle-322.jpg,circle,train
Database\train\circle\circle-323.jpg,circle,train
Database\train\circle\circle-324.jpg,circle,train
Database\train\circle\circle-325.jpg,circle,train
Database\train\circle\circle-326.jpg,circle,train
Database\train\circle\circle-327.jpg,circle,train
Database\train\circle\circle-328.jpg,circle,train
Database\train\circle\circle-329.jpg,circle,train
Database\train\circle\circle-33.jpg,circle,train
Database\train\circle\circle-330.jpg,circle,train
Database\train\circle\circle-331.jpg,circle,train
Database\train\circle\circle-332.jpg,circle,train
Database\train\circle\circle-333.jpg,circle,train
Database\train\circle\circle-334.jpg,circle,train
Database\train\circle\circle-335.jpg,circle,train
Database\train\circle\circle-336.jpg,circle,train
Database\train\circle\circle-337.jpg,circle,train
Database\train\circle\circle-338.jpg,circle,train
Database\train\circle\circle-339.jpg,circle,train
Database\train\circle\circle-34.jpg,circle,train
Database\train\circle\circle-340.jpg,circle,train
Database\train\circle\circle-341.jpg,circle,train
Database\train\circle\circle-342.jpg,circle,train
Database\train\circle\circle-343.jpg,circle,train
Database\train\circle\circle-344.jpg,circle,train
Database\train\circle\circle-345.jpg,circle,train
Database\train\circle\circle-346.jpg,circle,train
Database\train\circle\circle-347.jpg,circle,train
Database\train\circle\circle-348.jpg,circle,train
Database\train\circle\circle-349.jpg,circle,train
Database\train\circle\circle-35.jpg,circle,train
Database\train\circle\circle-350.jpg,circle,train
Database\train\circle\circle-351.jpg,circle,train
Database\train\circle\circle-352.jpg,circle,train
Database\train\circle\circle-353.jpg,circle,train
Database\train\circle\circle-354.jpg,circle,train
Database\train\circle\circle-355.jpg,circle,train
Database\train\circle\circle-356.jpg,circle,train
Database\train\circle\circle-357.jpg,circle,train
Database\train\circle\circle-358.jpg,circle,train
Database\train\circle\circle-359.jpg,circle,train
Database\train\circle\circle-36.jpg,circle,train
Database\train\circle\circle-360.jpg,circle,train
Database\train\circle\circle-361.jpg,circle,train
Database\train\circle\circle-362.jpg,circle,train
Database\train\circle\circle-363.jpg,circle,train
Database\train\circle\circle-364.jpg,circle,train
Database\train\circle\circle-365.jpg,circle,train
Database\train\circle\circle-366.jpg,circle,train
Database\train\circle\circle-367.jpg,circle,train
Database\train\circle\circle-368.jpg,circle,train
Database\train\circle\circle-369.jpg,circle,train
Database\train\circle\circle-37.jpg,circle,train
Database\train\circle\circle-370.jpg,circle,train
Database\train\circle\circle-371.jpg,circle,train
Database\train\circle\circle-372.jpg,circle,train
Database\train\circle\circle-373.jpg,circle,train
Database\train\circle\circle-374.jpg,circle,train
Database\train\circle\circle-375.jpg,circle,train
Database\train\circle\circle-376.jpg,circle,train
Database\train\circle\circle-377.jpg,circle,train
Database\train\circle\circle-378.jpg,circle,train
Database\train\circle\circle-379.jpg,circle,train
Database\train\circle\circle-38.jpg,circle,train
Database\train\circle\circle-380.jpg,circle,train
Database\train\circle\circle-381.jpg,circle,train
Database\train\circle\circle-382.jpg,circle,train
Database\train\circle\circle-383.jpg,circle,train
Database\train\circle\circle-384.jpg,circle,train
Database\train\circle\circle-385.jpg,circle,train
Database\train\circle\circle-386.jpg,circle,train
Database\train\circle\circle-387.jpg,circle,train
Database\train\circle\circle-388.jpg,circle,train
Database\train\circle\circle-389.jpg,circle,train
Database\train\circle\circle-39.jpg,circle,train
Database\train\circle\circle-390.jpg,circle,train
Database\train\circle\circle-391.jpg,circle,train
Database\train\circle\circle-392.jpg,circle,train
Database\train\circle\circle-393.jpg,circle,train
Database\train\circle\circle-394.jpg,circle,train
Database\train\circle\circle-395.jpg,circle,train
Database\train\circle\circle-396.jpg,circle,train
Database\train\circle\circle-397.jpg,circle,train
Database\train\circle\circle-398.jpg,circle,train
Database\train\circle\circle-399.jpg,circle,train
Database\train\circle\circle-4.jpg,circle,train
Database\train\circle\circle-40.jpg,circle,train
Database\train\circle\circle-400.jpg,circle,train
Database\train\circle\circle-401.jpg,circle,train
Database\train\circle\circle-402.jpg,circle,train
Database\train\circle\circle-403.jpg,circle,train
Database\train\circle\circle-404.jpg,circle,train
Database\train\circle\circle-405.jpg,circle,train
Database\train\circle\circle-406.jpg,circle,train
Database\train\circle\circle-407.jpg,circle,train
Database\train\circle\circle-408.jpg,circle,train
Database\train\circle\circle-409.jpg,circle,train
Database\train\circle\circle-41.jpg,circle,train
Database\train\circle\circle-410.jpg,circle,train
Database\train\circle\circle-411.jpg,circle,train
Database\train\circle\circle-412.jpg,circle,train
Database\train\circle\circle-413.jpg,circle,train
Database\train\circle\circle-414.jpg,circle,train
Database\train\circle\circle-415.jpg,circle,train
Database\train\circle\circle-416.jpg,circle,train
Database\train\circle\circle-417.jpg,circle,train
Database\train\circle\circle-418.jpg,circle,train
Database\train\circle\circle-419.jpg,circle,train
Database\train\circle\circle-42.jpg,circle,train
Database\train\circle\circle-420.jpg,circle,train
Database\train\circle\circle-421.jpg,circle,train
Database\train\circle\circle-422.jpg,circle,train
Database\train\circle\circle-423.jpg,circle,train
Database\train\circle\circle-424.jpg,circle,train
Database\train\circle\circle-425.jpg,circle,train
Database\train\circle\circle-426.jpg,circle,train
Database\train\circle\circle-427.jpg,circle,train
Database\train\circle\circle-428.jpg,circle,train
Database\train\circle\circle-429.jpg,circle,train
Database\train\circle\circle-43.jpg,circle,train
Database\train\circle\circle-430.jpg,circle,train
Database\train\circle\circle-431.jpg,circle,train
Database\train\circle\circle-432.jpg,circle,train
Database\train\circle\circle-433.jpg,circle,train
Database\train\circle\circle-434.jpg,circle,train
Database\train\circle\circle-435.jpg,circle,train
Database\train\circle\circle-436.jpg,circle,train
Database\train\circle\circle-437.jpg,circle,train
Database\train\circle\circle-438.jpg,circle,train
Database\train\circle\circle-439.jpg,circle,train
Database\train\circle\circle-44.jpg,circle,train
Database\train\circle\circle-440.jpg,circle,train
Database\train\circle\circle-441.jpg,circle,train
Database\train\circle\circle-442.jpg,circle,train
Database\train\circle\circle-443.jpg,circle,train
Database\train\circle\circle-444.jpg,circle,train
Database\train\circle\circle-445.jpg,circle,train
Database\train\circle\circle-446.jpg,circle,train
Database\train\circle\circle-447.jpg,circle,train
Database\train\circle\circle-448.jpg,circle,train
Database\train\circle\circle-449.jpg,circle,train
Database\train\circle\circle-45.jpg,circle,train
